,Id,rest_name,Tag
218,219,Town Hall,spicyedamame rockshrimptempura nonvegmezzeplatter sushirolls jasminerice sangria japanese thai italian asian pizza european khanmarket newdelhi
219,220,FO - Food Overloded, fastfood chinese northindian italian pizza pasta paschimvihar newdelhi
220,221,Zooby's Kitchen, northindian chinese mughlai beverages jasola newdelhi
221,222,Creme Castle, bakery desserts knowledgepark greaternoida
222,223,La Piazza - Hyatt Regency,lapiazzapizza mushroomsalad risotto tiramisu ravioli pepperonipizza italian salad fastfood beverages hyattregency bhikajicamaplace newdelhi
223,224,Zambar,prawnplatter seafoodthali keralafishfry chickendosa chickenchettinadu muttonsukka southindian seafood kerala beverages ambiencemall dlfphase3 gurgaon
224,225,The Clay Oven, northindian mughlai chinese desserts beverages greenpark newdelhi
225,226,Cantino,mushroomtaichi moltenchocolateshake dessertcounter soyatikka skewers chickendrumsticks northindian chinese pasta pizza delhiuniversity-gtbnagar newdelhi
226,227,Cafe Delhi Heights,offeringquintessentialdelhiblendofdiversecuisinesacrosstheglobe asian modernindian continental cafe italian biryani crosspointmall dlfphase4 gurgaon
227,228,The Pavilion - ITC Maurya,dinnerbuffet cappuccino salads deserts fish starters northindian southindian italian chinese fastfood itcmaurya chanakyapuri newdelhi
228,229,Orient Express - Taj Palace,getacomplimentarynight earnupto50%ofspendsaspointsat250+restaurants&muchmore.knowmore european tajpalace chanakyapuri newdelhi
229,230,Folks,amritsarikukkad guavamocktail brewedbeer wheatbeer deathbychocolate falafel northindian chinese continental barfood beverages sector16 faridabad
230,231,Striker Skybar, northindian continental italian oriental southpointmall golfcourseroad gurgaon
231,232,Kaarobaar : The Modern - Desi Bistro, fastfood northindian mughlai kebab beverages momos italian rajindernagar newdelhi
232,233,Smoke House Deli,ricottaravioli bagels rochershake perichicken risotto steak italian continental fastfood desserts beverages dlfavenue saket newdelhi
233,234,Roots - Cafe In The Park,railwaymasalaomelettesandwich waiwaibhel moongdalchila frenchpresscoffee mushroomtoast modinagarshikanji northindian streetfood desserts sector29 gurgaon
234,235,La La Land Brew Pub, fingerfood northindian continental chinese streetfood desserts beverages globalfoyermall golfcourseroad gurgaon
235,236,Sweet Obsession Bakery, bakery desserts italian salad southpointmall golfcourseroad gurgaon
236,237,Only Bar,bommidayalapulusu schezwanfish tandurichicken chineseplatter bao drumsofheaven northindian chinese streetfood fastfood continental mughlai beverages biryani nehruplace newdelhi
237,238,Another Fine Day,yogurtpot pancakestack raspberrymojito avocadosalad eggsbenedict hazelnutcoffee cafe mediterranean salad continental golfcourseroad gurgaon
238,239,Sandwedges,pestoexotica icedpeachtea periperifries kitkatshake oreoshake shakes fastfood rajnagar ghaziabad
239,240,QD's Restaurant,paneermakhaniplatter browniefudgesundae changezichicken sundae drumsofheaven chocolatefudge chinese northindian italian fastfood icecream beverages lajpatnagar2 newdelhi
240,241,The Irish House,dualchocolatetorte mushroombites drunkenprawns lunchdeal friesbasket sweetpotatofries european american barfood fingerfood continental dlfmallofindia sector18 noida noida
241,242,The Hong Kong Club - Andaz Delhi,chinesezodiac-inspiredcocktails&moderncantonesefood. cantonese andazdelhi aerocity newdelhi
242,243,Chi Ni - The Roseate, chinese seafood desserts theroseate kapashera newdelhi
243,244,AKU'S - The Burger Co.,trufflefries beetrootburger paprikafries wholewheatbun belgianshake lambpatty burger american defencecolony newdelhi
244,245,World Trail,muttonmeatballs rasmalaishake pizzaalleverdure classicvegburger mushroomsandwich chocolatemilk cafe burger italian fastfood desserts pizza sector135 noida
245,246,Baa Bistro, northindian kebab chinese beverages southindian mayurviharphase1 newdelhi
246,247,Singh Sahib,sharingplatter pudhinachutney punjabichickencurry dahikebab tikkamasala daalmakhni northindian chinese mughlai sector5 dwarka newdelhi
247,248,Shiv Tikki Wala,dahigolgappe dahipapdi kathikabab paavbhaji stuffedchaap bhallapapdi streetfood northindian karkardooma newdelhi
248,249,Sagar Ratna,mysoreplaindosa dahivada curdrice filtercoffee idli sambar southindian northindian defencecolonymainmarket defencecolony newdelhi
249,250,Sibang Bakery,almondtart sausageroll tunasandwich hamsandwich vanillalatte teacake beverages desserts southpointmall golfcourseroad gurgaon
250,251,Bhalla King,dahibhallapapdi punjabitadkamaggi chaatpapdi rajkachodi pavbhajji rajkachori chinese streetfood fastfood desserts mithai hauzkhas newdelhi
251,252,Punjabi By Nature,kandharichicken papadplatter murghmakhanwala lahorimasalapaneer tandooriraan authenticpunjabifood northindian mughlai desserts beverages ambiencemall vasantkunj newdelhi
252,253,Potli,pudinachicken dalhandi malaichaaproll rarachicken paneerdopyaza boondiraita northindian mughlai chinese biryani rolls momos centralarcade dlfphase2 gurgaon gurgaon
253,254,Gung -The Palace, korean sector29 gurgaon
254,255,The Asian Tuk Tuk,chocolateburger charsiubao exoticmushroom lambrendang tunasushi tempuraprawns asian japanese momos eastofkailash newdelhi
255,256,Chaiyum,paneermasalasandwich zaffranchai herbchilliburger vadapavburger adraktulsichai chickensalamipizza pizza fastfood beverages sector10 dwarka newdelhi
256,257,Dakshin - Sheraton New Delhi Hotel,southindianfood attitude decor excellentservice greatservice niceambience southindian sheratonnewdelhihotel saket newdelhi
257,258,The Joint Cafe,farmhousesteak streakybacon irishcreamcoffee beefburger meatplatter fingerchips cafe burger italian american steak beverages dlfgalleria dlfphase4 gurgaon
258,259,Unplugged Courtyard,multanipaneer avalanche mushroomdimsum vegmanchow churros dumaloo northindian continental asian udyogvihar gurgaon
259,260,Moti Mahal Delux- Legendary Culinary, northindian mughlai chinese desserts beverages southextension2 newdelhi
260,261,Nik Baker's,chocochipcookies mochacoffee fajita eclair barbequechickenpizza blueberrycheesecake bakery desserts fastfood greaterkailash2(gk2) newdelhi
261,262,Matamaal - The Kashmiri Restaurant,kashmiriroganjosh chickenkanti marchwangankorma muttonyakhni muttonmeatballs authentickashmiricuisine kashmiri sikandarpur gurgaon
262,263,Uno Pizzeria & Grill,artichokedip chickenpestopasta mushroomstroganoff chickentenders friedcheese cookie american italian mexican pizza beverages gardensgalleria sector38noida noida
263,264,Spice Art - Crowne Plaza,alookofta sweetpaan breadplatter tandoorichickentikka honeychillipotatoes paneerlababdar northindian awadhi kebab mughlai asian beverages crowneplazahotel rohini newdelhi
264,265,California Burrito, mexican american beverages sohnaroad gurgaon
265,266,Pra Pra Prank,bulletchicken prawnsushi gheeroastchicken rainbowroll tempuraprawns appam asian modernindian cyberhub dlfcybercity gurgaon
266,267,Fat Lulu's Cafe & Bar, cafe fastfood beverages pasta pizza italian supermart1 dlfphase4 gurgaon
267,268,Blue Tokai Coffee Roasters,coconutmocha gourmetcoffee flatwhitecoffee cappuccinocoffee quiche carrotcake coffee burger sandwich pasta lebanese champagali saket newdelhi
268,269,Biryani Badshah,pannerbiryani biryanicombomeal murghmalai muttonbonelessbiryani andhrachickencurry paneer65 biryani northindian chinese seafood connaughtplace newdelhi
269,270,BreadTalk,chocolatecreamroll tiramisucheesecake cheesetart mushroompuff chocolatecroissant swissroll bakery fastfood desserts selectcitywalkmall saket newdelhi
270,271,Baris,turkishcoffee pide baklava lambshanks mezzeplatter hummus mediterranean turkish middleeastern kebab lebanese greaterkailash3(gk3) newdelhi
271,272,Tossin Pizza,herbedgarlicbread roohafzamojito spicypepperoni vegetablecalzone vegperiperi strawberrymojito pizza fastfood pasta beverages dlfgalleria dlfphase4 gurgaon
272,273,Eleven Course,tandooriplatter drink paneerlababdar mojito dalmakhni mocktails northindian chinese italian mexican lebanese beverages rohini newdelhi
273,274,Fez,calamarifritters virginmintmojito baklava cheesecigars mezze shishtaouk lebanese italian northindian salad dlfphase5 gurgaon
274,275,Amar Jyoti,chickentikkimasala tawaseekh keemameat masalapaneer tawapaneer yellowdaltadka northindian mughlai momos chinese rolls beverages sarojininagar newdelhi
275,276,Crudo Juicery & Salad Bar, healthyfood salad beverages dlfgalleria dlfphase4 gurgaon
276,277,Lakshmi Coffee House,rawakesri ravaonionmasala southindianfiltercoffee filteredcoffee tomatorice healthybreakfast southindian brahmaputrashoppingcomplex sector29 noida noida
277,278,Whipped,chocolatetruffleroyale oreocrunch newyorkcheesecake cakeinajar redvelvetcheesecake cheesecakes bakery desserts coffee fastfood greaterkailash2(gk2) newdelhi
278,279,Threads Cafe,grilledcottagecheesesteak masalatea cheesygarlicbread cappuccino chocolatefudge coffees cafe fastfood desserts shahpurjat newdelhi
279,280,Viva - All Day Dining - Holiday Inn,minestrone pitapocket muttonrogan buffet salads deserts northindian asian european holidayinn aerocity newdelhi
280,281,Paranda - Vivanta by Taj,getacomplimentarynight earnupto50%ofspendsaspointsat250+restaurants&muchmore.knowmore northindian mughlai vivantabytaj surajkund faridabad
281,282,Kitchen Of Awadh,galawatkekebab lucknowichicken bhunaghost acharichicken firni murgmakhani mughlai awadhi supermart1 dlfphase4 gurgaon
282,283,Dhaba 29,badamikheer ajwainiparatha dhabamutton daldhaba boondiraita plainrice northindian kebab beverages sector29 gurgaon
283,284,EEST - The Westin Gurgaon,sashimi setmenu thaigreencurry sushi lamb noodle asian japanese thai chinese thewestingurgaon sector29 gurgaon
284,285,Seasonings - The Spice Mysteries, northindian mughlai chinese italian ashokviharphase2 newdelhi
285,286,Bella Italia - Holiday Inn,paangelato spinachrisotto setmenu tiramisu pasta salad italian holidayinn aerocity newdelhi
286,287,Neung Roi - Radisson Blu Plaza Delhi Airport,padthainoodles thaigreencurry pork prawn salads starter thai asian radissonbluplazadelhiairport mahipalpur newdelhi
287,288,Rolls Mania,paneermughlai vegpaneerroll mughlaichicken chickenbhunaroll soyachaaproll cheeserolls rolls fastfood beverages indirapuram ghaziabad
288,289,The Coffee Shop,himalayanbreakfast spaghettiputtanesca englishbreakfast hazelnutcoffee blueberryshake frappe cafe fastfood beverages pvranupamcomplex saket newdelhi
289,290,Sikandrabadi,paneerdumbiryani chickenhoney paneer65 tandooritikka authentichyderabadibiryani chickentikkabiryani northindian biryani sector135 noida
290,291,RollsKing,muttoneggroll keemaroll doubleegg kathirolls vegroll chickenroll rolls sandwich fastfood beverages sector18 noida
291,292,Kung Fu Kitchen,bamboochickenbiryani tandoorilollipop angoorikofta chillicorn phirni crispycorn thai chinese momos sector93 noida
292,293,Tastebaaz,deluxethali drumsofheaven palakpaneer daalmakhani paneerlababdar vegplatter northindian chinese rolls rajourigarden newdelhi
293,294,Oh So Stoned,boozyshake belgiumchocolateicecream cheesecakeicecream mangocheesecake bananasplit wonderfuldinner icecream desserts beverages cyberhub dlfcybercity gurgaon
294,295,Wakhra Swaad,chickendhaniyaadraki momoplatter malaichaaproll changezichicken paneerlababdaar paneertikkamasala northindian mughlai rolls chinese hajipur noida
295,296,Tamasha, asian northindian continental italian connaughtplace newdelhi
296,297,Local, northindian continental beverages italian connaughtplace newdelhi
297,298,Banter,oreocaramelshake afghanimurghtikka penneprimavera watermelondrink icedpeachtea tomatoshorba northindian continental italian beverages rajindernagar newdelhi
298,299,Ministry Of Beer, continental italian asian northindian beverages connaughtplace newdelhi
299,300,The Junkyard Cafe, northindian mediterranean asian italian connaughtplace newdelhi
300,301,Amour Bistro,herbroastprawn gnocchi quiche banoffeepie blueberrycheesecake salmon continental italian fastfood rawmeats desserts beverages chanakyapuri newdelhi
301,302,Qla,chickenslider datenight wine cocktail tiramisu prawn european italian spanish mehrauli newdelhi
302,303,Openhouse Cafe, northindian chinese continental mughlai beverages connaughtplace newdelhi
303,304,The Darzi Bar & Kitchen, northindian chinese continental pizza fingerfood asian desserts beverages connaughtplace newdelhi
304,305,Raftaar - The High Speed Lounge & Bar, northindian italian continental punjabibagh newdelhi
305,306,Nukkad Cafe & Bar,gannekajuice muttongaloutikabab panmojito tadkamaggi buttermaggi beercocktail fastfood chinese northindian pasta pizza beverages sdamarket sda newdelhi
306,307,Sutra Gastropub, fingerfood modernindian asian continental northindian gardensgalleria sector38noida noida
307,308,Q'BA, northindian italian streetfood fastfood desserts beverages connaughtplace newdelhi
308,309,Uncultured Cafe And Bar, continental chinese italian fingerfood fastfood northindian desserts beverages kailashcolony newdelhi
309,310,Nagpal Di Hatti,elegantlydecorated economical casualseatingarea nicecrowd pocketfriendly greatrecommendations northindian geetacolony newdelhi
310,311,Verandah Moonshine,hummuspitabread keemacurry paneersalad bhelpuri chickenpopcorn perifries northindian mediterranean chinese beverages desserts momos punjabibagh newdelhi
311,312,Bakebook,dutchpancake colourfulmacroons lattecoffee birthdaycakes pancakes kitkatshake cafe desserts anandvihar newdelhi
312,313,Michigan Taps, mediterranean northindian asian biryani globalfoyermall golfcourseroad gurgaon
313,314,Chapter Twelve, barfood continental chinese northindian desserts beverages sector12 faridabad
314,315,Cafe Di Milano, cafe italian chinese continental northindian beverages sector13 dwarka newdelhi
315,316,Castle's Barbeque, northindian chinese fastfood beverages pacificmall tagoregarden newdelhi
316,317,Cafe Tesu,chickenpoutine sweetpotatofries eggsbenedict healthybreakfast englishbreakfast mocha cafe mediterranean essexfarms adchini newdelhi
317,318,Kheer - Roseate House, northindian roseatehouse aerocity newdelhi
318,319,DEL - Roseate House, european northindian italian desserts continental roseatehouse aerocity newdelhi
319,320,Adda By Striker, northindian chinese mexican streetfood fastfood sector29 gurgaon
320,321,Housefull Cafe Lounge, northindian continental chinese delhiuniversity-gtbnagar newdelhi
321,322,The Bikers Cafe, continental desserts italian japanese thai chinese beverages golfcourseroad gurgaon
322,323,Clay 1 Grill, northindian mughlai chinese beverages motinagar newdelhi
323,324,Whisky Samba,whiskeycocktail crabcakes chocolatesouffle tunasushi porkbelly wasabiprawns asian sushi seafood desserts twohorizoncenter golfcourseroad gurgaon
